,donorID,province,region,gender,language,number_of_campaigns,total_amount,Q1_Donations,Q2_Donations,Q3_Donations,Q4_Donations,days_since_contributed,mean,min,max,Q1_Max,Q2_Max,Q3_Max,Q4_Max,Q1_Mean,Q2_Mean,Q3_Mean,Q4_Mean,Q1_Amount,Q2_Amount,Q3_Amount,Q4_Amount,Q1_Min,Q2_Min,Q3_Min,Q4_Min,age,age-group,amount,has_contributed
14937,125036,East Flanders,Flanders,F,NL,2.0,62.0,,,,2.0,2235.0,31.0,30.0,32.0,,,,32.0,,,,31.0,,,,62.0,,,,30.0,79,70,,0
14938,125037,Flemish Brabant,Flanders,M,NL,2.0,70.0,,,,2.0,3345.0,35.0,30.0,40.0,,,,40.0,,,,35.0,,,,70.0,,,,30.0,43,40,,0
14939,125038,East Flanders,Flanders,M,NL,8.0,32.5,4.0,1.0,1.0,2.0,1743.0,4.0625,2.5,10.0,2.5,10.0,5.0,5.0,2.5,10.0,5.0,3.75,10.0,10.0,5.0,7.5,2.5,10.0,5.0,2.5,27,20,,0
14940,125039,Flemish Brabant,Flanders,M,NL,6.0,102.5,,2.0,1.0,3.0,3134.0,17.083333333333332,10.0,30.0,,15.0,30.0,25.0,,13.75,30.0,15.0,,27.5,30.0,45.0,,12.5,30.0,10.0,55,50,,0
14941,125040,West Flanders,Flanders,M,NL,6.0,80.0,2.0,2.0,,2.0,328.0,13.333333333333334,10.0,20.0,10.0,20.0,,15.0,10.0,17.5,,12.5,20.0,35.0,,25.0,10.0,15.0,,10.0,53,50,,0
14942,125043,Flemish Brabant,Flanders,M,NL,4.0,25.0,1.0,,2.0,1.0,480.0,6.25,5.0,10.0,5.0,,5.0,10.0,5.0,,5.0,10.0,5.0,,10.0,10.0,5.0,,5.0,10.0,78,70,,0
14943,125044,East Flanders,Flanders,M,NL,3.0,38.0,1.0,,,2.0,2989.0,12.666666666666666,10.0,15.0,10.0,,,15.0,10.0,,,14.0,10.0,,,28.0,10.0,,,13.0,72,70,,0
14944,125045,West Flanders,Flanders,F,NL,2.0,17.5,1.0,,,1.0,1755.0,8.75,5.0,12.5,5.0,,,12.5,5.0,,,12.5,5.0,,,12.5,5.0,,,12.5,41,40,,0
14945,125047,West Flanders,Flanders,M,NL,2.0,15.0,,,1.0,1.0,3403.0,7.5,5.0,10.0,,,5.0,10.0,,,5.0,10.0,,,5.0,10.0,,,5.0,10.0,33,30,,0
14946,125048,West Flanders,Flanders,M,NL,2.0,62.0,1.0,,,1.0,3604.0,31.0,30.0,32.0,32.0,,,30.0,32.0,,,30.0,32.0,,,30.0,32.0,,,30.0,74,70,,0
14947,125049,Flemish Brabant,Flanders,F,NL,1.0,20.0,,,,1.0,3713.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,20.0,46,40,,0
14948,125050,Flemish Brabant,Flanders,M,NL,3.0,27.0,1.0,1.0,,1.0,3126.0,9.0,6.0,13.0,8.0,6.0,,13.0,8.0,6.0,,13.0,8.0,6.0,,13.0,8.0,6.0,,13.0,38,30,,0
14949,125052,Limburg,Flanders,M,NL,1.0,30.0,,,,1.0,3715.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,31,30,,0
14950,125053,West Flanders,Flanders,M,NL,6.0,222.0,2.0,2.0,,2.0,2954.0,37.0,30.0,50.0,32.0,50.0,,50.0,31.0,40.0,,40.0,62.0,80.0,,80.0,30.0,30.0,,30.0,73,70,,0
14951,125055,Antwerp,Flanders,M,NL,1.0,10.0,,,,1.0,3701.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,28,20,,0
14952,125056,Flemish Brabant,Flanders,M,NL,2.0,40.0,1.0,,,1.0,1760.0,20.0,10.0,30.0,10.0,,,30.0,10.0,,,30.0,10.0,,,30.0,10.0,,,30.0,84,80,,0
14953,125057,Flemish Brabant,Flanders,F,NL,7.0,146.0,,2.0,1.0,4.0,2254.0,20.857142857142858,10.0,34.0,,33.0,34.0,34.0,,21.5,34.0,17.25,,43.0,34.0,69.0,,10.0,34.0,10.0,43,40,,0
14954,125058,West Flanders,Flanders,M,NL,4.0,124.0,2.0,1.0,,1.0,3191.0,31.0,30.0,34.0,34.0,30.0,,30.0,32.0,30.0,,30.0,64.0,30.0,,30.0,30.0,30.0,,30.0,93,90,,0
14955,125059,West Flanders,Flanders,M,NL,1.0,5.0,,,,1.0,3720.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,49,40,,0
14956,125061,Antwerp,Flanders,F,NL,1.0,92.81,,,,1.0,3713.0,92.81,92.81,92.81,,,,92.81,,,,92.81,,,,92.81,,,,92.81,30,30,,0
14957,125062,Flemish Brabant,Flanders,F,NL,10.0,87.5,3.0,4.0,2.0,1.0,2422.0,8.75,5.0,30.0,5.0,10.0,30.0,7.5,5.0,6.25,20.0,7.5,15.0,25.0,40.0,7.5,5.0,5.0,10.0,7.5,60,60,,0
14958,125063,East Flanders,Flanders,M,NL,1.0,12.0,,,,1.0,3717.0,12.0,12.0,12.0,,,,12.0,,,,12.0,,,,12.0,,,,12.0,39,30,,0
14959,125064,East Flanders,Flanders,F,NL,2.0,22.5,,,1.0,1.0,3448.0,11.25,10.0,12.5,,,12.5,10.0,,,12.5,10.0,,,12.5,10.0,,,12.5,10.0,30,30,,0
14960,125065,Flemish Brabant,Flanders,M,NL,1.0,10.0,,,,1.0,3730.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,41,40,,0
14961,125066,Limburg,Flanders,F,NL,12.0,105.0,3.0,4.0,1.0,4.0,204.0,8.75,5.0,15.0,12.5,10.0,5.0,15.0,10.0,6.25,5.0,11.25,30.0,25.0,5.0,45.0,5.0,5.0,5.0,5.0,35,30,,0
14962,125067,Limburg,Flanders,M,NL,6.0,260.0,1.0,2.0,2.0,1.0,123.0,43.333333333333336,30.0,50.0,30.0,50.0,50.0,30.0,30.0,50.0,50.0,30.0,30.0,100.0,100.0,30.0,30.0,50.0,50.0,30.0,36,30,,0
14963,125068,Antwerp,Flanders,F,NL,7.0,226.0,2.0,,3.0,2.0,1757.0,32.285714285714285,30.0,39.0,39.0,,37.0,30.0,34.5,,32.333333333333336,30.0,69.0,,97.0,60.0,30.0,,30.0,30.0,59,50,,0
14964,125070,Antwerp,Flanders,F,NL,2.0,62.0,1.0,,,1.0,3609.0,31.0,30.0,32.0,32.0,,,30.0,32.0,,,30.0,32.0,,,30.0,32.0,,,30.0,30,30,,0
14965,125071,Flemish Brabant,Flanders,M,NL,3.0,25.0,,1.0,,2.0,3123.0,8.333333333333334,5.0,10.0,,10.0,,10.0,,10.0,,7.5,,10.0,,15.0,,10.0,,5.0,71,70,,0
14966,125073,Limburg,Flanders,M,NL,5.0,102.0,2.0,,1.0,2.0,120.0,20.4,5.0,42.0,30.0,,42.0,15.0,17.5,,42.0,12.5,35.0,,42.0,25.0,5.0,,42.0,10.0,42,40,,0
14967,125075,East Flanders,Flanders,F,NL,15.0,311.0,4.0,8.0,,3.0,1307.0,20.733333333333334,10.0,30.0,30.0,20.0,,30.0,21.5,18.75,,25.0,86.0,150.0,,75.0,16.0,10.0,,20.0,63,60,,0
14968,125076,Antwerp,Flanders,F,NL,1.0,30.0,,,,1.0,3719.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,34,30,,0
14969,125078,West Flanders,Flanders,M,NL,1.0,5.0,,,,1.0,3718.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,41,40,,0
14970,125079,Limburg,Flanders,M,NL,4.0,119.0,1.0,,1.0,2.0,3007.0,29.75,25.0,32.0,32.0,,30.0,32.0,32.0,,30.0,28.5,32.0,,30.0,57.0,32.0,,30.0,25.0,54,50,,0
14971,125080,West Flanders,Flanders,M,NL,1.0,5.0,,,,1.0,3720.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,97,90,,0
14972,125081,West Flanders,Flanders,M,NL,5.0,191.0,,3.0,,2.0,17.0,38.2,30.0,48.0,,40.0,,48.0,,37.666666666666664,,39.0,,113.0,,78.0,,33.0,,30.0,76,70,,0
14973,125082,East Flanders,Flanders,M,NL,1.0,20.0,,,,1.0,3717.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,20.0,57,50,,0
14974,125083,West Flanders,Flanders,M,NL,27.0,815.5,8.0,5.0,6.0,8.0,2681.0,30.203703703703702,25.0,35.0,35.0,35.0,30.0,32.0,30.9375,31.8,30.0,28.625,247.5,159.0,180.0,229.0,25.0,30.0,30.0,25.0,52,50,,0
14975,125084,West Flanders,Flanders,M,NL,4.0,14.0,1.0,1.0,,2.0,2408.0,3.5,3.0,5.0,3.0,3.0,,5.0,3.0,3.0,,4.0,3.0,3.0,,8.0,3.0,3.0,,3.0,54,50,,0
14976,125085,West Flanders,Flanders,F,NL,7.0,232.0,1.0,3.0,1.0,2.0,34.0,33.142857142857146,30.0,40.0,32.0,40.0,30.0,40.0,32.0,33.333333333333336,30.0,35.0,32.0,100.0,30.0,70.0,32.0,30.0,30.0,30.0,75,70,,0
14977,125087,East Flanders,Flanders,M,NL,1.0,5.0,,,,1.0,3725.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,51,50,,0
14978,125089,Limburg,Flanders,M,NL,1.0,5.0,,,,1.0,3724.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,56,50,,0
14979,125090,Antwerp,Flanders,F,NL,2.0,49.0,1.0,,,1.0,3633.0,24.5,15.0,34.0,34.0,,,15.0,34.0,,,15.0,34.0,,,15.0,34.0,,,15.0,32,30,,0
14980,125091,Antwerp,Flanders,M,NL,5.0,170.0,2.0,1.0,1.0,1.0,2692.0,34.0,10.0,60.0,40.0,10.0,30.0,60.0,35.0,10.0,30.0,60.0,70.0,10.0,30.0,60.0,30.0,10.0,30.0,60.0,36,30,,0
14981,125092,Antwerp,Flanders,M,NL,2.0,55.0,,,1.0,1.0,3458.0,27.5,25.0,30.0,,,30.0,25.0,,,30.0,25.0,,,30.0,25.0,,,30.0,25.0,32,30,,0
14982,125093,Flemish Brabant,Flanders,M,NL,2.0,40.0,1.0,,,1.0,3581.0,20.0,20.0,20.0,20.0,,,20.0,20.0,,,20.0,20.0,,,20.0,20.0,,,20.0,37,30,,0
14983,125095,East Flanders,Flanders,M,NL,8.0,300.0,2.0,1.0,4.0,1.0,3026.0,37.5,30.0,50.0,50.0,50.0,50.0,30.0,40.0,50.0,35.0,30.0,80.0,50.0,140.0,30.0,30.0,50.0,30.0,30.0,34,30,,0
14984,125096,Limburg,Flanders,M,NL,7.0,48.0,3.0,1.0,1.0,2.0,3170.0,6.857142857142857,5.0,7.5,7.0,7.5,7.5,7.0,6.333333333333333,7.5,7.5,7.0,19.0,7.5,7.5,14.0,5.0,7.5,7.5,7.0,68,60,,0
14985,125099,West Flanders,Flanders,M,NL,1.0,10.0,,,,1.0,3712.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,72,70,,0
14986,125101,Limburg,Flanders,M,NL,3.0,17.5,1.0,,1.0,1.0,3030.0,5.833333333333333,2.5,10.0,2.5,,5.0,10.0,2.5,,5.0,10.0,2.5,,5.0,10.0,2.5,,5.0,10.0,52,50,,0
14987,125106,East Flanders,Flanders,F,NL,3.0,106.0,1.0,1.0,,1.0,189.0,35.333333333333336,33.0,40.0,33.0,40.0,,33.0,33.0,40.0,,33.0,33.0,40.0,,33.0,33.0,40.0,,33.0,40,40,,0
14988,125108,Antwerp,Flanders,F,NL,2.0,67.0,,,1.0,1.0,3034.0,33.5,30.0,37.0,,,37.0,30.0,,,37.0,30.0,,,37.0,30.0,,,37.0,30.0,57,50,,0
14989,125109,West Flanders,Flanders,M,NL,4.0,75.0,,3.0,,1.0,570.0,18.75,5.0,30.0,,30.0,,30.0,,15.0,,30.0,,45.0,,30.0,,5.0,,30.0,35,30,,0
14990,125110,Flemish Brabant,Flanders,M,NL,1.0,10.0,,,,1.0,3706.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,72,70,,0
14991,125111,Antwerp,Flanders,F,NL,2.0,40.0,,1.0,,1.0,3491.0,20.0,10.0,30.0,,30.0,,10.0,,30.0,,10.0,,30.0,,10.0,,30.0,,10.0,56,50,,0
14992,125112,Flemish Brabant,Flanders,M,NL,6.0,210.0,1.0,2.0,1.0,2.0,436.0,35.0,30.0,40.0,30.0,40.0,40.0,40.0,30.0,35.0,40.0,35.0,30.0,70.0,40.0,70.0,30.0,30.0,40.0,30.0,38,30,,0
14993,125113,Limburg,Flanders,M,NL,8.0,40.0,1.0,4.0,,3.0,233.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,20.0,,15.0,5.0,5.0,,5.0,41,40,,0
14994,125114,West Flanders,Flanders,F,NL,5.0,174.5,1.0,1.0,2.0,1.0,898.0,34.9,30.0,40.0,32.25,40.0,40.0,30.0,32.25,40.0,36.125,30.0,32.25,40.0,72.25,30.0,32.25,40.0,32.25,30.0,27,20,,0
14995,125115,Limburg,Flanders,M,NL,3.0,98.0,1.0,,1.0,1.0,2682.0,32.666666666666664,30.0,35.0,33.0,,35.0,30.0,33.0,,35.0,30.0,33.0,,35.0,30.0,33.0,,35.0,30.0,61,60,,0
14996,125118,Limburg,Flanders,M,NL,8.0,40.0,2.0,2.0,,4.0,1796.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,10.0,10.0,,20.0,5.0,5.0,,5.0,60,60,,0
14997,125120,Antwerp,Flanders,M,NL,1.0,30.0,,,,1.0,3713.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,59,50,,0
14998,125121,West Flanders,Flanders,M,NL,2.0,60.0,1.0,,,1.0,3577.0,30.0,30.0,30.0,30.0,,,30.0,30.0,,,30.0,30.0,,,30.0,30.0,,,30.0,49,40,,0
14999,125122,East Flanders,Flanders,F,NL,1.0,200.0,,,,1.0,3714.0,200.0,200.0,200.0,,,,200.0,,,,200.0,,,,200.0,,,,200.0,53,50,,0
15000,125125,East Flanders,Flanders,M,NL,6.0,201.0,,4.0,1.0,1.0,2391.0,33.5,30.0,40.0,,40.0,30.0,40.0,,32.75,30.0,40.0,,131.0,30.0,40.0,,30.0,30.0,40.0,60,60,,0
15001,125126,East Flanders,Flanders,F,NL,2.0,100.0,,1.0,,1.0,3509.0,50.0,50.0,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,,50.0,44,40,,0
15002,125128,Antwerp,Flanders,F,NL,1.0,5.0,,,,1.0,3702.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,33,30,,0
15003,125129,Limburg,Flanders,M,NL,4.0,122.0,2.0,,,2.0,3579.0,30.5,30.0,31.0,31.0,,,31.0,30.5,,,30.5,61.0,,,61.0,30.0,,,30.0,36,30,,0
15004,125132,West Flanders,Flanders,M,NL,1.0,30.0,,,,1.0,3702.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,75,70,,0
15005,125133,West Flanders,Flanders,F,NL,1.0,25.0,,,,1.0,3720.0,25.0,25.0,25.0,,,,25.0,,,,25.0,,,,25.0,,,,25.0,32,30,,0
15006,125134,West Flanders,Flanders,F,NL,9.0,304.75,5.0,2.0,,2.0,1072.0,33.861111111111114,30.0,42.5,42.5,35.0,,32.0,35.55,32.5,,31.0,177.75,65.0,,62.0,32.25,30.0,,30.0,41,40,,0
15007,125135,Antwerp,Flanders,M,NL,2.0,35.0,,,1.0,1.0,3431.0,17.5,5.0,30.0,,,30.0,5.0,,,30.0,5.0,,,30.0,5.0,,,30.0,5.0,52,50,,0
15008,125136,Flemish Brabant,Flanders,M,NL,5.0,50.0,,3.0,1.0,1.0,246.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,30.0,10.0,10.0,,10.0,10.0,10.0,41,40,,0
15009,125138,Limburg,Flanders,F,NL,11.0,397.25,4.0,1.0,2.0,4.0,85.0,36.11363636363637,30.0,41.0,41.0,30.0,41.0,41.0,36.75,30.0,36.625,36.75,147.0,30.0,73.25,147.0,30.0,30.0,32.25,30.0,93,90,,0
15010,125139,West Flanders,Flanders,M,NL,1.0,30.0,,,,1.0,3706.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,34,30,,0
15011,125141,East Flanders,Flanders,F,NL,1.0,25.0,,,,1.0,3716.0,25.0,25.0,25.0,,,,25.0,,,,25.0,,,,25.0,,,,25.0,49,40,,0
15012,125144,Antwerp,Flanders,F,NL,8.0,95.0,3.0,2.0,,3.0,2514.0,11.875,5.0,20.0,20.0,20.0,,10.0,15.0,15.0,,6.666666666666667,45.0,30.0,,20.0,10.0,10.0,,5.0,28,20,,0
15013,125146,Brussels,Brussels,F,NL,2.0,65.0,1.0,,,1.0,3634.0,32.5,30.0,35.0,35.0,,,30.0,35.0,,,30.0,35.0,,,30.0,35.0,,,30.0,70,70,,0
15014,125147,East Flanders,Flanders,F,NL,4.0,42.0,,1.0,1.0,2.0,33.0,10.5,5.0,15.0,,15.0,7.0,15.0,,15.0,7.0,10.0,,15.0,7.0,20.0,,15.0,7.0,5.0,54,50,,0
15015,125148,Limburg,Flanders,M,NL,6.0,100.0,1.0,3.0,1.0,1.0,2034.0,16.666666666666668,10.0,20.0,20.0,20.0,15.0,20.0,20.0,15.0,15.0,20.0,20.0,45.0,15.0,20.0,20.0,10.0,15.0,20.0,81,80,,0
15016,125149,Limburg,Flanders,F,NL,5.0,152.0,2.0,,,3.0,2111.0,30.4,25.0,35.0,32.0,,,35.0,31.0,,,30.0,62.0,,,90.0,30.0,,,25.0,56,50,,0
15017,125150,Limburg,Flanders,M,NL,2.0,50.0,,,,2.0,3356.0,25.0,25.0,25.0,,,,25.0,,,,25.0,,,,50.0,,,,25.0,69,60,,0
15018,125151,West Flanders,Flanders,M,NL,3.0,45.0,2.0,,,1.0,3269.0,15.0,10.0,25.0,10.0,,,25.0,10.0,,,25.0,20.0,,,25.0,10.0,,,25.0,45,40,,0
15019,125152,West Flanders,Flanders,M,NL,3.0,26.5,,,2.0,1.0,116.0,8.833333333333334,5.5,11.0,,,10.0,11.0,,,7.75,11.0,,,15.5,11.0,,,5.5,11.0,56,50,,0
15020,125156,West Flanders,Flanders,M,NL,1.0,181.42,,,,1.0,3715.0,181.42,181.42,181.42,,,,181.42,,,,181.42,,,,181.42,,,,181.42,74,70,,0
15021,125157,West Flanders,Flanders,M,NL,2.0,22.5,1.0,,,1.0,3564.0,11.25,10.0,12.5,12.5,,,10.0,12.5,,,10.0,12.5,,,10.0,12.5,,,10.0,69,60,,0
15022,125158,Antwerp,Flanders,F,NL,1.0,30.0,,,,1.0,3707.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,56,50,,0
15023,125159,Flemish Brabant,Flanders,M,NL,4.0,126.0,,1.0,1.0,2.0,891.0,31.5,25.0,41.0,,30.0,41.0,30.0,,30.0,41.0,27.5,,30.0,41.0,55.0,,30.0,41.0,25.0,66,60,,0
15024,125160,Flemish Brabant,Flanders,M,NL,17.0,110.0,7.0,2.0,4.0,4.0,257.0,6.470588235294118,5.0,10.0,10.0,10.0,10.0,5.0,6.428571428571429,7.5,7.5,5.0,45.0,15.0,30.0,20.0,5.0,5.0,5.0,5.0,46,40,,0
15025,125162,East Flanders,Flanders,F,NL,1.0,50.0,,,,1.0,3715.0,50.0,50.0,50.0,,,,50.0,,,,50.0,,,,50.0,,,,50.0,27,20,,0
15026,125164,West Flanders,Flanders,M,NL,4.0,90.0,1.0,2.0,,1.0,559.0,22.5,10.0,40.0,10.0,40.0,,10.0,10.0,35.0,,10.0,10.0,70.0,,10.0,10.0,30.0,,10.0,63,60,,0
15027,125165,West Flanders,Flanders,F,NL,1.0,5.0,,,,1.0,3730.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,29,20,,0
15028,125166,West Flanders,Flanders,M,NL,3.0,82.0,1.0,,1.0,1.0,3391.0,27.333333333333332,20.0,32.0,32.0,,30.0,20.0,32.0,,30.0,20.0,32.0,,30.0,20.0,32.0,,30.0,20.0,38,30,,0
15029,125167,West Flanders,Flanders,F,NL,11.0,349.0,5.0,4.0,1.0,1.0,482.0,31.727272727272727,30.0,40.0,30.0,39.0,40.0,30.0,30.0,32.25,40.0,30.0,150.0,129.0,40.0,30.0,30.0,30.0,40.0,30.0,69,60,,0
15030,125168,East Flanders,Flanders,F,NL,34.0,180.15000000000006,8.0,10.0,5.0,11.0,178.0,5.298529411764708,4.4,8.0,5.5,7.975,8.0,6.875,5.225,5.1975,5.779999999999999,5.225,41.8,51.974999999999994,28.9,57.474999999999994,4.4,4.4,4.4,4.4,65,60,,0
15031,125169,Limburg,Flanders,F,NL,13.0,538.0,1.0,5.0,3.0,4.0,1549.0,41.38461538461539,25.0,100.0,25.0,66.0,40.0,100.0,25.0,39.6,36.666666666666664,51.25,25.0,198.0,110.0,205.0,25.0,30.0,30.0,30.0,42,40,,0
15032,125170,Antwerp,Flanders,M,NL,5.0,50.0,2.0,1.0,1.0,1.0,3199.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,49,40,,0
15033,125173,Limburg,Flanders,M,NL,9.0,50.0,3.0,3.0,,3.0,224.0,5.555555555555555,5.0,10.0,5.0,5.0,,10.0,5.0,5.0,,6.666666666666667,15.0,15.0,,20.0,5.0,5.0,,5.0,66,60,,0
15034,125174,East Flanders,Flanders,F,NL,9.0,88.0,1.0,4.0,1.0,3.0,906.0,9.777777777777779,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.333333333333334,10.0,40.0,10.0,28.0,10.0,10.0,10.0,8.0,77,70,,0
15035,125175,East Flanders,Flanders,F,NL,4.0,20.0,1.0,1.0,1.0,1.0,2674.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,46,40,,0
15036,125176,Limburg,Flanders,M,NL,9.0,57.5,5.0,1.0,,3.0,3137.0,6.388888888888889,5.0,12.5,5.0,5.0,,12.5,5.0,5.0,,9.166666666666666,25.0,5.0,,27.5,5.0,5.0,,5.0,60,60,,0
15037,125178,Brussels,Brussels,F,FR,1.0,10.0,1.0,,,,2531.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,55,50,,0
15038,125180,Antwerp,Flanders,M,NL,3.0,25.0,,2.0,1.0,,2806.0,8.333333333333334,5.0,10.0,,10.0,5.0,,,10.0,5.0,,,20.0,5.0,,,10.0,5.0,,26,20,,0
15039,125181,Liege,Wallonia,M,FR,1.0,40.0,1.0,,,,1823.0,40.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,28,20,,0
15040,125184,Liege,Wallonia,F,FR,1.0,30.0,,,,1.0,1516.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,34,30,,0
15041,125185,Namur,Wallonia,M,FR,1.0,36.0,,1.0,,,2421.0,36.0,36.0,36.0,,36.0,,,,36.0,,,,36.0,,,,36.0,,,27,20,,0
15042,125186,Luxembourg,Wallonia,F,FR,1.0,50.0,,,1.0,,869.0,50.0,50.0,50.0,,,50.0,,,,50.0,,,,50.0,,,,50.0,,52,50,,0
15043,125188,Luxembourg,Wallonia,F,FR,1.0,10.0,,,1.0,,893.0,10.0,10.0,10.0,,,10.0,,,,10.0,,,,10.0,,,,10.0,,55,50,,0
15044,125191,Brussels,Brussels,M,NL,2.0,20.0,,,1.0,1.0,2946.0,10.0,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,54,50,,0
15045,125192,Brussels,Brussels,F,NL,1.0,5.0,1.0,,,,3228.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,70,70,,0
15046,125193,Brussels,Brussels,M,FR,1.0,30.0,,,,1.0,2989.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,30.0,58,50,,0
15047,125196,Flemish Brabant,Flanders,F,NL,1.0,32.25,1.0,,,,3238.0,32.25,32.25,32.25,32.25,,,,32.25,,,,32.25,,,,32.25,,,,38,30,,0
15048,125199,Flemish Brabant,Flanders,M,NL,3.0,15.0,1.0,2.0,,,3143.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,,,5.0,10.0,,,5.0,5.0,,,30,30,,0
15049,125200,Flemish Brabant,Flanders,M,NL,2.0,20.0,,,,2.0,3371.0,10.0,5.0,15.0,,,,15.0,,,,10.0,,,,20.0,,,,5.0,50,50,,0
15050,125201,Flemish Brabant,Flanders,M,NL,2.0,50.0,1.0,,1.0,,884.0,25.0,10.0,40.0,40.0,,10.0,,40.0,,10.0,,40.0,,10.0,,40.0,,10.0,,76,70,,0
15051,125203,Antwerp,Flanders,M,NL,12.0,426.0,3.0,4.0,1.0,4.0,1864.0,35.5,30.0,60.0,60.0,33.0,30.0,39.0,43.666666666666664,32.25,30.0,34.0,131.0,129.0,30.0,136.0,35.0,32.0,30.0,30.0,72,70,,0
15052,125204,Antwerp,Flanders,F,NL,2.0,66.0,1.0,1.0,,,2139.0,33.0,32.0,34.0,34.0,32.0,,,34.0,32.0,,,34.0,32.0,,,34.0,32.0,,,75,70,,0
15053,125207,Antwerp,Flanders,M,NL,3.0,25.0,1.0,1.0,1.0,,3382.0,8.333333333333334,5.0,10.0,10.0,10.0,5.0,,10.0,10.0,5.0,,10.0,10.0,5.0,,10.0,10.0,5.0,,41,40,,0
15054,125208,Antwerp,Flanders,M,NL,1.0,24.79,,,1.0,,4112.0,24.79,24.79,24.79,,,24.79,,,,24.79,,,,24.79,,,,24.79,,60,60,,0
15055,125211,Antwerp,Flanders,F,NL,5.0,30.0,,4.0,,1.0,1734.0,6.0,5.0,10.0,,10.0,,5.0,,6.25,,5.0,,25.0,,5.0,,5.0,,5.0,69,60,,0
15056,125212,Antwerp,Flanders,M,NL,3.0,109.0,,2.0,1.0,,1297.0,36.333333333333336,30.0,40.0,,40.0,30.0,,,39.5,30.0,,,79.0,30.0,,,39.0,30.0,,62,60,,0
15057,125213,Antwerp,Flanders,F,NL,3.0,15.0,,2.0,,1.0,2437.0,5.0,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,10.0,,5.0,,5.0,,5.0,46,40,,0
15058,125215,Flemish Brabant,Flanders,F,NL,19.0,471.4,7.0,1.0,5.0,6.0,2682.0,24.810526315789474,12.39,83.0,38.0,51.0,27.27,83.0,20.024285714285718,51.0,19.412,30.528333333333336,140.17000000000002,51.0,97.06,183.17000000000002,12.39,51.0,15.0,12.39,69,60,,0
15059,125218,Flemish Brabant,Flanders,M,FR,4.0,45.0,1.0,1.0,1.0,1.0,3248.0,11.25,10.0,15.0,15.0,10.0,10.0,10.0,15.0,10.0,10.0,10.0,15.0,10.0,10.0,10.0,15.0,10.0,10.0,10.0,64,60,,0
15060,125222,Limburg,Flanders,F,NL,9.0,47.4,1.0,1.0,3.0,4.0,2623.0,5.266666666666667,5.0,6.2,5.0,5.0,5.0,6.2,5.0,5.0,5.0,5.6,5.0,5.0,15.0,22.4,5.0,5.0,5.0,5.0,49,40,,0
15061,125223,West Flanders,Flanders,M,NL,3.0,15.0,,3.0,,,2021.0,5.0,5.0,5.0,,5.0,,,,5.0,,,,15.0,,,,5.0,,,62,60,,0
